Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
b432227412755b,c6347d4523544e,17527aa1a29416,0,0,94.17,0,0,0,59,1582,0,0,0.0,1429,duo-fpp,49,48,-1,0,0.0,0,0.0,0,0,157.8,1,1569,0.5
bd964d0a8633fe,4fe21d994fe1f3,cfd84b1e6983a2,0,2,530.7,4,1,3,1,1234,5,3,93.02,1386,squad-fpp,28,27,-1,1,0.0,0,0.0,0,0,2188.0,2,1478,0.8889
6c0fb4fcb5cb77,f7b1f0e5bcdb3f,2a685544d44022,0,2,0.0,0,0,1,46,0,0,0,0.0,1358,solo-fpp,92,91,1537,0,2388.0,0,0.0,0,0,1102.0,5,0,0.7363
d8c5efbea42847,c62c3c18793be7,b1f18f5da26af5,0,0,0.0,0,0,0,43,982,1,1,6.718,1368,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,147.1,1,1477,0.3333
a49bfe61b34fec,92eb5b0c538ec4,c0d628b40097b6,0,3,228.1,1,0,0,27,1353,1,1,102.9,1392,squad-fpp,31,30,-1,0,0.0,0,20.86,0,0,2038.0,3,1528,0.6333
be42545aa78299,8744aa9019dfa7,3be22edc02fd8c,0,0,0.0,0,0,0,66,0,0,0,0.0,1352,duo-fpp,46,45,1481,0,0.0,0,0.0,0,0,260.2,2,0,0.3333
2dcea3ed7cefeb,455f9cc40c8c2b,b8db05de176ee5,0,0,0.0,0,0,0,93,1037,0,0,0.0,1197,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,16.87,1,1514,0.0
89b781760c2764,394fa6543bff78,f0ceb338a65a04,0,0,0.0,0,0,0,70,1431,0,0,0.0,1389,solo-fpp,98,96,-1,0,0.0,0,0.0,0,0,102.2,2,1504,0.3299
5d949f5cd9a56d,16576a88545bf5,078b80e3da0250,0,0,0.0,0,0,0,87,1033,0,0,0.0,1337,solo-fpp,96,94,0,0,0.0,0,0.0,0,0,5.765,1,1506,0.0737
58801c8277989d,f02b5d44f963c7,0fa2fc3775652d,0,2,45.0,0,0,1,53,1203,0,0,0.0,1740,squad,26,23,-1,0,2299.0,0,0.0,0,0,1708.0,5,1549,0.52
c6d6868d5cf787,5cf5cda1acaf87,16d0d7a9fccb9c,0,6,252.2,0,1,9,17,1010,1,1,20.92,1831,duo,45,39,-1,1,3124.0,0,0.0,0,0,2237.0,4,1490,0.7955
e3930fa516915c,3f5b1fbfd0cd9a,36aa1ef1b5896c,0,0,92.81,0,0,1,31,0,1,1,46.74,1277,duo-fpp,48,46,1623,1,0.0,0,0.0,0,0,378.7,2,0,0.4894
0c2e9657c5d6bd,161bbe6c627f95,1719f45dcfb65f,0,0,0.0,0,0,0,95,1007,0,0,0.0,1401,duo-fpp,49,48,-1,0,0.0,0,0.0,0,0,55.16,0,1501,0.0208
cf1377f6b64bc2,4859c3f1f48a8f,2068b569c061f8,0,0,140.0,3,1,1,11,1315,3,1,57.45,1348,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,1644.0,5,1497,0.6667
3e728aafa59b34,604f34b9e951c4,1ca2cecf3d1c33,0,1,29.34,0,0,2,63,1000,0,0,0.0,1837,squad,31,30,-1,0,1582.0,0,0.0,0,0,1609.0,8,1500,0.3667
a1e14850895e1b,a868bed2d8fc9b,dc881e03734edc,0,0,18.46,0,0,0,62,0,0,0,0.0,1837,squad-fpp,30,30,1409,0,0.0,0,0.0,0,0,310.6,4,0,0.5517
22e5b27fc79bde,d5f3b6dab10a92,3b0811bb91627b,0,1,30.21,0,0,2,47,0,0,0,0.0,1342,squad-fpp,28,26,1391,0,0.0,0,59.73,0,0,845.9,4,0,0.4815
f005838e9393bd,6eb0323004eb06,fcb68cbe0723ad,0,0,0.0,0,0,0,92,0,0,0,0.0,1962,solo,96,88,1490,0,0.0,0,36.99,0,0,0.8828,0,0,0.021
3227688c54620d,68fb5569031244,a7c837b91bbb5b,0,0,153.5,1,0,0,38,0,1,1,7.152,1830,squad-fpp,30,29,1461,0,0.0,0,0.0,0,0,307.3,5,0,0.1724
7d9f92d74f808d,21953ad004a79e,0826208f1343bd,0,0,100.0,1,0,0,43,1398,1,1,4.114,1433,squad,30,29,-1,0,0.0,0,0.0,0,0,57.08,1,1517,0.0345
1615ed9d8ddd02,74b4fb053411f7,c1c046f0e1566d,0,0,100.0,0,0,0,40,0,1,1,5.823,1339,solo-fpp,94,94,1535,0,0.0,0,0.0,0,0,59.79,2,0,0.2366
7e9341216a0255,5ce2501f736e9a,10bff3b62842de,0,0,0.0,0,0,0,88,1030,0,0,0.0,1943,solo-fpp,94,89,0,0,0.0,0,0.0,0,0,0.0,0,1545,0.043
f45bdbe1017269,89e60e5cc4bc96,5472bfcb818a4f,0,0,100.0,1,0,0,47,1451,1,1,4.151,1375,squad,29,29,-1,0,0.0,0,0.0,0,0,112.4,1,1492,0.0714
f7ae03f1344e58,afc2bd01e36d45,ca6de556a6ed94,0,0,100.0,1,0,0,41,0,1,1,4.001,1307,squad-fpp,28,27,1479,1,0.0,0,0.0,0,0,105.4,2,0,0.1481
769c75cb3c9b9a,4bfbb6adbefd85,cf1af374a819a5,0,0,184.4,1,1,1,26,0,1,1,76.34,1363,duo-fpp,46,46,1482,0,1407.0,0,47.5,0,0,2828.0,14,0,0.7778
1256a75cbd25c1,a00ae97f435937,3137405fa63c8b,0,0,143.0,0,0,0,44,0,1,1,9.793,1885,duo-fpp,49,49,1500,0,0.0,0,0.0,0,0,79.52,3,0,0.0625
d8697fb35ef312,05ce1823149142,fe494c532a513c,1,0,72.89,1,0,1,21,1031,1,1,25.03,1875,duo-fpp,48,45,-1,0,0.0,0,0.0,0,0,2059.0,6,1504,0.7021
dd6ef69112f1b8,935ed142136b1c,40d5e3c65410cd,1,1,0.0,0,0,0,72,0,0,0,0.0,2180,duo,49,48,1508,0,0.0,0,0.0,0,0,779.6,3,0,0.2917
2ec7fe6624df2d,b8c20d78d4e680,032529b42b140c,0,0,100.0,1,0,0,77,0,0,0,0.0,1369,duo-fpp,49,49,1646,0,0.0,0,0.0,0,0,185.9,2,0,0.2708
99c94cffdcc307,83223f4cce48b1,4e7be9ca7a8c21,0,1,52.14,0,0,0,51,0,0,0,0.0,1358,squad-fpp,24,24,1380,1,0.0,0,0.0,0,0,1443.0,7,0,0.4348
3faf4c6dc73141,bd706d69f21ab8,fd88f91d22f3dd,0,3,109.2,1,0,6,51,0,0,0,0.0,1886,squad-fpp,29,29,1486,2,2039.0,0,0.0,1,0,2135.0,6,0,0.6071
d0c429411015db,ce27dc650bdbd6,80640d4f4caa93,0,0,0.0,0,0,0,90,0,0,0,0.0,1290,solo-fpp,91,86,1504,0,0.0,0,0.0,0,0,0.0,0,0,0.0
d663ef14d40b93,74335471da78bc,265e642c639f20,0,0,98.34,0,0,0,60,1055,0,0,0.0,1392,duo-fpp,47,46,-1,0,0.0,0,0.0,0,0,841.4,4,1522,0.5
041947f9e363fa,2658b47da94093,2eefdcab451220,0,0,159.8,1,0,5,66,1046,0,0,0.0,1364,squad-fpp,30,29,-1,0,0.0,0,49.93,0,0,532.4,3,1512,0.3793
48f396c9c6082e,8c310a9f6bf5a7,4313009069bceb,0,0,0.0,0,0,1,69,1336,0,0,0.0,1443,squad-fpp,30,28,-1,0,0.0,0,0.0,0,0,156.7,3,1562,0.3793
abf93c89ca86ad,adff8d201e8b74,b685d882f1310f,0,0,200.0,1,0,0,16,0,2,2,4.525,1903,duo,46,43,1500,0,2481.0,0,0.0,0,0,1544.0,4,0,0.5778
f9fc1d22e9e93a,51519189497e2b,3b6c13eaee700d,0,0,0.0,0,0,0,84,1108,0,0,0.0,1980,squad-fpp,31,31,-1,1,0.0,0,0.0,0,0,211.3,1,1548,0.1333
0e961fe72bdd83,a7e0739b0061e4,ff4781af10620a,0,1,0.0,0,0,0,61,1050,0,0,0.0,1457,duo,49,47,-1,0,0.0,0,0.0,0,0,460.5,4,1487,0.4792
70c5b0153b023c,4c27fe3ef27dfb,c0af21bcd77af5,0,0,0.0,0,0,0,64,0,0,0,0.0,1459,duo-fpp,50,50,1496,0,0.0,0,0.0,0,0,331.6,3,0,0.4286
ecd74a3ce86cd1,44728f6bc015c1,9ecf6e4abb3e4b,0,1,707.9,0,1,2,2,0,7,2,54.92,1532,solo,95,92,1493,0,0.0,0,0.0,0,0,947.1,5,0,0.7447
0af103cc71f930,0f76acbe07f4d6,f6e18d4e289f5a,0,1,334.1,1,0,0,19,0,2,2,62.42,1467,duo-fpp,49,46,1727,0,0.0,0,0.0,0,0,1057.0,6,0,0.5417
bd8f378c1b2e06,568cae9cb0320f,8f1bee6bd628fd,0,6,121.4,2,0,3,13,0,2,1,42.79,1887,squad-fpp,28,28,1482,0,0.0,0,0.0,0,1,2511.0,6,0,0.8148
815bafdd8a2924,c5be38223bbf71,0731e3e42dfaa6,0,0,0.0,0,0,0,75,1470,0,0,0.0,1341,duo-fpp,48,48,-1,0,0.0,0,0.0,0,0,244.1,2,1525,0.2553
4c83828acfaae8,1095c1caea6072,aeefda5d040b23,0,1,100.0,1,1,3,31,1381,1,1,25.13,1882,squad-fpp,28,27,-1,1,0.0,0,0.0,0,0,197.5,3,1540,0.2593
5684d27b23e46f,9f078eca1b7aa0,0f6b45d2754271,0,0,275.3,2,0,5,15,0,2,2,27.11,1828,squad-fpp,27,26,1473,2,0.0,0,0.0,0,0,791.6,3,0,0.3462
81ba9536d4e1a8,a4d7e4342259db,1433a12625ddf0,0,0,0.0,0,0,5,70,0,0,0,0.0,1338,duo-fpp,49,47,1478,0,0.0,0,0.0,0,0,155.5,2,0,0.375
66f40008002fbc,61137f77d3953b,d736a07d982f04,0,0,0.0,0,0,0,56,1147,0,0,0.0,1960,squad,29,29,-1,0,345.3,0,0.0,0,0,210.0,2,1434,0.6429
32f75038a9f2ff,937f095673579e,0a0b61607c1585,0,0,128.6,1,0,0,34,1000,1,1,5.475,1253,squad-fpp,26,23,-1,0,0.0,0,0.0,0,0,246.3,3,1500,0.16
701e81956f6775,c1763a17a03805,abd99572cdcdb1,0,0,459.5,2,1,1,6,0,4,1,21.45,1901,duo-fpp,46,46,1491,0,0.0,0,0.0,0,0,568.7,7,0,0.3111
c5f9d2efc020e9,9932e8781f80fb,77778767683e66,0,3,0.0,1,0,7,47,0,0,0,0.0,1892,squad,28,28,1480,0,2549.0,0,285.1,0,0,3741.0,7,0,0.7407
07d6b20d0a3a9c,ac753679691137,bd5eeb6114a71c,0,1,5.411,0,0,1,61,1000,0,0,0.0,1831,duo-fpp,49,46,-1,0,584.7,0,0.0,0,0,1675.0,5,1500,0.5417
3e582d9b32dbbc,dc4b78321827d7,86ab3cdc7e02d4,1,0,81.57,0,0,0,84,1142,0,0,0.0,1344,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,113.8,3,1469,0.1481
98e9e498d7886b,3f3f6de085d847,d761dc8a858efe,0,0,193.7,1,0,0,40,1416,1,1,44.33,1349,duo-fpp,49,45,-1,0,0.0,0,0.0,0,0,17.61,2,1456,0.0625
10544862ab6794,fd37c8d9027192,8ef81be34a89ed,0,6,490.0,2,3,5,2,0,5,2,30.19,1365,duo-fpp,44,43,1500,0,0.0,0,0.0,0,0,2287.0,6,0,0.8837
ed76f619bba32d,73998db4ac80c8,be528c424f05ce,0,0,39.37,0,0,0,84,1116,0,0,0.0,1671,squad,27,27,-1,0,0.0,0,0.0,0,0,241.3,1,1508,0.0385
57016ddface56a,1c375707c41066,bba5a8861e5637,0,0,83.85,0,0,0,93,1339,0,0,0.0,1798,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,16.47,1,1456,0.0
9efdb77d82be8e,bd536801b9296e,5c37da10628289,0,1,0.0,0,0,0,78,1000,0,0,0.0,1798,squad,26,24,-1,1,0.0,0,0.0,0,0,625.0,3,1500,0.04
da53c5319a3729,41b0e584caf615,a9071e14c640f6,0,0,165.8,0,0,0,44,0,1,1,12.21,1412,solo-fpp,98,97,1499,0,0.0,0,0.0,0,0,48.3,1,0,0.1031
d254e18b2b0523,da609fbc9606c5,9ba9307c281aee,0,0,45.15,0,0,0,67,0,0,0,0.0,1434,duo-fpp,50,49,1500,0,45.21,0,0.0,0,0,461.8,5,0,0.3673
26c6ac5ca8b368,d2f9cded57487b,043bc1dd16394c,1,1,26.82,0,0,0,51,1270,0,0,0.0,1767,squad-fpp,26,26,-1,0,1735.0,0,0.0,0,0,1122.0,5,1580,0.6
c295289587d5dc,5f69a54a214a59,2ac17a23e41739,1,5,328.7,2,0,7,15,1597,2,1,32.82,1435,squad-fpp,27,25,-1,1,1270.0,0,0.0,0,0,2884.0,6,1515,0.8846
bbacb15f995d90,6de838154f9068,1c70d31fe68e79,0,1,100.0,0,0,3,26,0,1,1,3.691,1983,solo,90,87,1613,0,1942.0,0,0.0,0,0,1945.0,5,0,0.6067
1c192ee2b4bbe3,1bf13a5bbb7666,2df4d15dcfe0b0,0,5,360.8,2,2,1,8,0,2,1,243.7,1418,squad-fpp,26,25,1440,0,0.0,0,18.45,0,0,3818.0,9,0,0.92
b0d6d1ab01949c,21293f0c9514c7,ba934233a980fc,0,5,724.1,5,2,2,3,1611,6,3,69.52,1351,squad-fpp,29,28,0,0,0.0,0,230.1,0,0,3501.0,3,1558,0.9286
33f48bc2fc7e46,06a1437c170e0b,c91f5ff265b372,1,2,191.8,1,0,1,12,1167,2,2,159.4,1894,duo,49,40,-1,1,4797.0,0,0.0,0,0,1465.0,6,1515,0.9792
19fb249afb6fb5,0450b99ce402e7,d622b35f60f62e,0,0,48.65,1,0,0,36,0,1,1,8.536,1384,squad-fpp,30,27,1482,1,0.0,0,0.0,0,0,532.7,5,0,0.4828
c5649b6d563720,e271ae7f851279,53c505558401c7,0,3,985.2,3,0,9,4,0,4,2,336.2,1952,duo-fpp,42,40,1621,0,0.0,0,0.0,0,0,2487.0,8,0,0.7561
a7734cff8260f3,27cf5e40811461,ad5ca8b8668da6,0,1,60.24,0,0,5,43,0,0,0,0.0,1822,squad,30,28,1497,0,1150.0,0,0.0,1,0,2275.0,5,0,0.8621
3821a1bc013331,9dc174f6108645,b29d637e7a6904,0,0,0.0,0,0,0,97,0,0,0,0.0,1465,solo,98,93,1520,0,0.0,0,0.0,0,0,0.0,0,0,0.0
615791872cd26c,c7ed66fe0b0c43,748f5a938eb3bb,0,0,42.57,0,0,0,51,1044,0,0,0.0,1392,solo-fpp,97,97,-1,0,0.0,0,0.0,0,0,1389.0,6,1513,0.7812
2b4dc54de415d0,89553585887510,157086bc1a580a,0,2,0.0,0,0,1,55,1091,0,0,0.0,1889,solo-fpp,94,93,-1,0,0.0,0,0.0,0,0,2396.0,5,1519,0.6774
1dfb472714f926,ce8f455daa035b,c521a37532129a,0,0,0.0,0,0,0,81,0,0,0,0.0,1370,squad-fpp,28,27,1491,0,0.0,0,0.0,0,0,90.49,0,0,0.1481
88ab8bbd26dffb,ba9b58ae36aab9,5654e2cc28310c,0,2,0.0,0,0,2,55,0,0,0,0.0,1901,squad-fpp,28,26,1500,0,5004.0,0,0.0,0,0,1721.0,4,0,0.5556
d15d36a2592f06,1e97e36731be31,d7e3089545da28,0,0,115.1,1,0,0,75,1284,0,0,0.0,1912,squad-fpp,26,25,-1,0,0.0,0,0.0,0,0,283.8,1,1438,0.08
92eee0c4558634,f3086861516e42,8a060e00c2e393,2,3,534.2,3,1,1,5,1516,3,2,15.85,1279,squad-fpp,29,29,-1,3,0.0,0,0.0,0,0,3716.0,6,1544,1.0
725ed1b8da04c5,69bcd0a4e8558d,522e7c4b762661,0,0,200.0,2,1,0,20,0,2,2,6.716,1846,squad,27,27,1524,0,0.0,0,0.0,0,0,146.1,1,0,0.0
8bf0944d5803ee,1c4e391377a872,7ebd7b651e3199,0,1,35.71,1,0,0,38,1141,1,1,4.868,1881,squad,28,28,-1,0,0.0,0,0.0,0,0,229.9,2,1501,0.0
22f5c9ad3d0eba,f9791f555cf23d,fdbb9353a81184,4,6,640.3,4,0,6,6,0,4,1,95.31,1844,duo-fpp,47,45,1511,0,6583.0,0,0.0,0,0,2522.0,8,0,0.9348
17fa4460f39a16,439ef34e5d5309,1cef206cc7d12d,3,3,516.5,4,1,2,17,1195,2,2,54.13,1908,squad,26,24,-1,1,2024.0,0,0.0,0,0,1875.0,5,1468,0.6
4532c002688fc4,36738d102ac89f,4c1fcbdd27bd66,0,5,286.9,2,1,3,11,1295,2,2,27.89,1877,squad,28,27,-1,0,4442.0,0,0.0,0,0,1776.0,5,1490,0.7778
3247266dc5662c,8b41e58808ce12,4ad3ea31f591b4,0,0,0.0,0,0,0,61,0,0,0,0.0,1438,squad,29,29,1374,0,0.0,0,0.0,0,0,1029.0,4,0,0.4286
9e8db27f9899bb,938a5df13ecc35,456e2ae1d46b0b,2,9,555.6,0,1,7,5,0,3,1,70.31,2015,solo-fpp,96,94,1693,0,6266.0,0,0.0,0,0,2434.0,9,0,0.9789
7e748d616aef70,f64d144f402c91,f2402bed41675b,1,0,179.3,1,0,0,29,1392,1,1,106.7,1372,squad,30,30,-1,0,902.9,0,0.0,0,0,1485.0,4,1526,0.7241
a0b3b0d0aa5488,54e7aee0de272e,924ca53e783824,0,0,0.0,0,0,0,85,1567,0,0,0.0,1446,duo,49,49,-1,0,0.0,0,0.0,0,0,15.87,1,1499,0.125
a8913ffdbf8131,12975c0987a07c,fd5089590eedae,0,0,0.0,0,0,0,87,1068,0,0,0.0,1411,solo-fpp,98,95,-1,0,0.0,0,0.0,0,0,42.93,0,1416,0.1031
3633de7ccad749,eb39eecde6400b,884d19def1aeb7,1,1,562.4,3,0,0,5,0,5,2,141.6,2121,squad,32,32,1474,1,0.0,0,0.0,0,0,1263.0,6,0,0.4839
cd688a467c6e74,8902fa5f91db61,a45aace495288b,0,0,73.71,0,0,0,43,1166,1,1,2.757,1444,solo,96,94,-1,0,0.0,0,0.0,0,0,159.4,2,1430,0.2
7424607e7b1d10,67131764b4d84c,dcb3a09581d295,1,0,0.0,0,0,0,75,1202,0,0,0.0,1340,squad,27,26,-1,0,0.0,0,0.0,0,0,192.4,4,1497,0.1538
a5fe0bfae69359,026cc85e09610a,98c93ec6717df7,0,0,0.0,0,0,0,66,0,0,0,0.0,2023,duo,47,43,1488,0,0.0,0,0.0,0,0,1160.0,3,0,0.3261
1c79044f9956c3,31855eef9c44f2,fd88f91d22f3dd,0,0,149.4,0,1,1,35,0,1,1,24.05,1886,squad-fpp,29,29,1438,0,0.0,0,0.0,0,0,1178.0,6,0,0.3571
a61f97123629d4,129dd87b49c6bd,f907542feaba96,2,3,657.1,4,1,6,26,1229,1,1,161.6,1317,duo,50,50,-1,3,1410.0,0,13.85,0,0,1585.0,6,1510,0.7551
bb37621a44b543,1b9449f890cd81,862e3c184a797a,0,3,82.13,0,0,0,59,0,0,0,0.0,1861,duo-fpp,48,45,1510,0,0.0,0,0.0,0,0,547.2,2,0,0.4255
759581cb7eab4a,3d0946058c6ae9,d5de233635a041,1,4,0.0,0,0,2,47,0,0,0,0.0,1285,squad,26,25,1483,1,0.0,0,0.0,0,0,2989.0,6,0,1.0
f581fe3c985d98,d2ec6628b07990,6826c4855b69a7,0,0,49.84,1,0,0,40,0,1,1,19.94,1913,squad-fpp,29,28,1523,0,0.0,0,0.0,0,0,449.4,3,0,0.1429
f3401f8cccfbb5,e6ec1793e5d7c3,39ec058966f5e9,0,1,28.59,0,0,0,67,1331,0,0,0.0,1302,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,617.7,2,1440,0.3704
d8d4882347d855,db8eac2186f406,674b3469adf4e4,0,0,0.0,0,0,0,68,0,0,0,0.0,1759,solo-fpp,84,82,1522,0,0.0,0,0.0,0,0,201.3,3,0,0.2289
6c942856451da8,a2579ec2740339,bd5307c7efe45c,0,0,0.0,0,0,0,88,0,0,0,0.0,1887,squad-fpp,29,29,1406,0,0.0,0,0.0,0,0,26.95,1,0,0.0357
1583c0903de241,9ec6cb77c663d0,a7c1fae2b17c1b,1,1,619.2,5,1,3,5,1249,4,1,35.72,1781,squad-fpp,27,26,-1,0,0.0,0,0.0,0,0,528.8,2,1503,0.3077
687af9742da150,cef59642facc54,817b60bc0e6397,0,0,0.0,0,0,0,67,0,0,0,0.0,1360,squad-fpp,28,27,1435,0,0.0,0,0.0,0,0,171.4,4,0,0.3704
990e4d6d685898,1fb0e2175e2193,f9ba76f2764297,0,0,372.4,3,1,0,11,1342,3,1,66.52,1391,squad,27,26,-1,0,0.0,0,0.0,0,0,1290.0,3,1536,0.6923
e21c8db316ab4e,2e316ea7896562,de4135d5f873f5,0,5,115.3,1,0,6,32,1136,1,1,185.1,1921,duo-fpp,49,44,-1,0,3268.0,0,0.0,0,0,2037.0,4,1483,0.7708
976f389d808e61,f8d288dfb2daa9,f729ba7990c233,0,0,0.0,0,0,0,66,1570,0,0,0.0,1308,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,56.74,3,1522,0.4286
d8eae21427de2b,2e1ee2604aadcc,89e320a73f4fc9,0,1,130.0,1,0,1,62,0,0,0,0.0,1317,duo-fpp,45,44,1467,0,0.0,0,0.0,0,0,267.4,1,0,0.4318
0f649e235acbeb,799cc233b45f2f,2700589be8f203,0,2,65.85,0,0,7,60,1357,0,0,0.0,1293,squad-fpp,28,27,-1,1,0.0,0,0.0,0,0,838.9,5,1518,0.5556
82309d9c96a236,81c89399ecda2d,a96d5b78908b9b,1,1,254.0,1,0,6,15,0,2,1,38.41,1397,duo-fpp,48,47,1487,0,0.0,0,0.0,0,0,1330.0,4,0,0.6596
206a1baf387b0f,3592e7dbfb8511,def263db92c060,0,0,0.0,0,0,0,67,0,0,0,0.0,1894,squad-fpp,28,27,1536,0,0.0,0,0.0,0,0,128.6,1,0,0.2222
805796d6d27670,5a7502e033952f,505cf11640a535,0,0,84.92,0,0,0,77,1551,0,0,0.0,1896,duo,41,41,-1,0,0.0,0,0.0,0,0,71.65,2,1566,0.05
5129df284ed085,1608748f04555b,c031f80612e48d,0,0,0.0,0,0,0,78,0,0,0,0.0,1410,squad-fpp,31,31,1460,0,0.0,0,0.0,0,0,59.67,1,0,0.3
b9c592019c43f8,496b08cec66d0c,c8f027ef78a7e2,1,0,134.8,0,0,0,39,0,1,1,8.378,1389,duo,49,48,1447,0,0.0,0,0.0,0,0,70.39,2,0,0.2083
3e263ed6aee832,2148ea83788c92,e7bd1f3021bab2,0,2,203.9,1,0,1,13,0,2,1,44.62,1822,duo,47,45,1523,1,0.0,0,0.0,0,0,717.7,11,0,0.5
3e8947001408d0,901f51f8b9af8f,34810e01e10c95,2,8,725.8,4,0,9,2,1000,8,2,217.6,2177,normal-duo-fpp,36,36,-1,0,4192.0,0,0.0,0,0,2772.0,10,1500,0.9714
4aa1522968447a,9ea86f9f429836,150a8c0da9dc97,0,0,176.7,1,0,1,34,0,1,1,1.317,1972,squad,29,29,1485,0,0.0,0,0.0,0,0,350.8,1,0,0.1429
18153c963f9904,dc772e07c2fa70,a399cc9fc863da,1,1,478.5,5,0,0,6,0,4,1,57.82,1780,squad-fpp,27,27,1469,0,0.0,0,0.0,0,0,3684.0,7,0,0.8077
243cbd74177d11,cf570b215e95a6,60aff510d310fb,0,7,1353.0,0,0,3,1,0,12,2,288.7,1777,solo-fpp,96,92,1519,0,2765.0,0,0.0,0,0,4252.0,7,0,0.9158
45f3b5edcb4acb,8c2c4c87b7c587,aaf82787c8b7d3,0,1,159.4,0,0,1,38,1376,1,1,22.81,1435,solo-fpp,98,98,-1,0,0.0,0,0.0,0,0,317.7,3,1388,0.5155
69fedde59be608,fe133255cf18d5,f6210fee96db6f,0,2,87.49,0,0,3,38,1109,0,0,0.0,1705,squad,26,25,-1,0,3420.0,0,0.0,0,0,2123.0,5,1527,0.84
113a7e0bf5dad7,485ef9ed34bd3f,1e0b043d8aa27d,0,1,0.0,0,0,0,77,0,0,0,0.0,1820,duo-fpp,48,46,1546,0,0.0,0,0.0,1,0,323.3,2,0,0.234
1dace21afe54e5,437c168a1a0478,723a7c29727a4d,0,0,146.7,1,0,0,41,0,1,1,4.457,1443,squad-fpp,29,26,1428,0,0.0,0,0.0,0,0,67.21,1,0,0.0
da7a4efe03b7b1,eadf0873276a27,e0ee7cf363d9b2,0,0,81.62,1,0,0,45,0,1,1,4.262,1309,squad-fpp,33,33,1533,0,0.0,0,0.0,0,0,130.8,2,0,0.25
266fa50b559165,7bfc151de34159,121e9142c1d8c3,0,0,0.0,0,0,0,95,0,0,0,0.0,1315,squad-fpp,27,26,1503,0,0.0,0,0.0,0,0,55.53,2,0,0.0
ae093f59b0af2d,772325fdf22d27,9be2e6f71800c6,0,0,0.0,0,0,0,96,1000,0,0,0.0,2024,squad,29,29,-1,0,0.0,0,0.0,0,0,0.0,0,1500,0.0
c0fac41a7574e5,7509c40927b53a,189c1abfb08f38,0,0,95.76,0,0,0,96,0,0,0,0.0,1781,squad-fpp,32,29,1499,0,0.0,0,0.0,0,0,13.58,0,0,0.0
24d76fd85cfc80,38178cf9e08b67,d2d8a8a4c3c8ca,0,2,126.8,1,0,2,31,1050,1,1,65.76,1716,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,785.8,5,1493,0.6667
c1195ca3d864fb,4ee433594998b7,1f6aa5f7693406,0,3,0.0,0,0,0,55,0,0,0,0.0,1797,squad,29,26,1464,0,0.0,0,0.0,0,0,1636.0,4,0,0.5357
79116fd7ba2a02,f3bf4d841b3233,1485fbaa60b7a9,0,0,0.0,0,0,0,96,0,0,0,0.0,1772,duo,48,45,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0
dfbe64586bd1b3,9035517d4d551e,113be056a4f8ae,0,0,0.0,0,0,0,89,0,0,0,0.0,1449,solo,96,93,1530,0,0.0,0,0.0,0,0,33.3,0,0,0.0632
7aaffbe6d50dfe,9718bdbb0eb52c,e35923fe689c40,0,0,229.1,2,1,0,26,0,2,1,15.67,1391,squad-fpp,28,28,1510,0,0.0,0,0.0,0,0,162.8,1,0,0.0741
0eb9f1accb9b78,71c841970555d0,bdd33824b27d99,0,2,300.0,0,0,1,6,1289,3,1,49.74,1400,solo-fpp,96,93,-1,0,0.0,0,0.0,0,0,1663.0,3,1514,0.8
76c09dfc0a1c4c,d4aac9bc76dddf,2cb94f807e3223,0,2,156.6,1,0,1,18,0,2,1,5.329,1815,squad-fpp,30,28,1398,0,1141.0,1,0.0,0,0,1546.0,6,0,0.4828
9618beb3cf826f,45097224638ce2,53a2310a35a149,0,0,0.0,0,0,0,92,0,0,0,0.0,1972,duo,47,47,1502,0,0.0,0,0.0,0,0,22.97,2,0,0.0
136d3aa12bbbd8,aca107ba0497f9,db273d132134ce,1,0,159.7,1,0,0,35,0,1,1,12.68,1380,squad-fpp,27,27,1441,0,0.0,0,0.0,0,0,429.9,2,0,0.3462
f0d0aa056b2463,12d0103ef71f09,6844692b33f4bc,1,4,397.9,3,0,7,11,1342,2,1,112.4,1301,duo-fpp,49,49,-1,0,2041.0,0,118.8,0,0,2043.0,3,1464,0.9375
6a1a35cb89b5da,e09855c4599ccc,40655e8cb20885,0,0,264.7,2,0,0,39,0,1,1,17.62,1382,squad-fpp,31,30,1510,0,0.0,0,0.0,0,0,108.2,3,0,0.1667
5c89dd09b947a4,cb79789dd7c561,4a96316f6dfb46,0,0,0.0,0,0,0,81,1184,0,0,0.0,1782,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,428.3,3,1525,0.069
